Accident Ref.,Borough,Boro,Easting,Northing,CREFNO,Casualty Class,Casualty Sex,Casualty Age (Banded),Casualty Age,No. of Casualties,Casualty Severity,Ped. Location,Ped. Movement,Mode of Travel, 
1180084121,LAMBETH,9,530640,178980,1,3 Pedestrian,2 Female,25-59,30,1,3 Slight,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian, 
1180084210,LAMBETH,9,530900,179070,1,1 Driver/Rider,1 Male,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180084211,LAMBETH,9,531900,172280,1,1 Driver/Rider,1 Male,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180084315,LAMBETH,9,530700,179330,1,1 Driver/Rider,1 Male,25-59,58,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180084454,LAMBETH,9,531110,179460,1,1 Driver/Rider,2 Female,25-59,43,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180084484,LAMBETH,9,531900,172290,2,1 Driver/Rider,1 Male,25-59,52,1,2 Serious,-2 Unknown,-2 N/A,4 Car, 
1180084484,LAMBETH,9,531900,172290,1,2 Passenger,2 Female,25-59,57,1,2 Serious,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1180084607,LAMBETH,9,529850,176290,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180084675,LAMBETH,9,531130,175660,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180084686,LAMBETH,9,529980,175640,1,3 Pedestrian,1 Male,25-59,36,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
1180084701,LAMBETH,9,529557,175227,1,1 Driver/Rider,1 Male,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180084897,LAMBETH,9,529390,175010,1,3 Pedestrian,1 Male,25-59,31,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
1180084918,LAMBETH,9,532036,177038,1,3 Pedestrian,2 Female,60+,83,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
1180085008,LAMBETH,9,531000,175260,1,3 Pedestrian,1 Male,25-59,36,1,3 Slight,04 Crossing Road Within 50m Xing,9 Unknown Or Other,1 Pedestrian, 
1180085128,LAMBETH,9,530400,178160,1,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180085268,LAMBETH,9,529180,174210,1,3 Pedestrian,2 Female,25-59,27,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
1180085300,LAMBETH,9,530170,178140,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180085340,LAMBETH,9,531260,172150,1,3 Pedestrian,2 Female,60+,64,1,3 Slight,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian, 
1180085340,LAMBETH,9,531260,172150,2,3 Pedestrian,1 Male,60+,66,1,3 Slight,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian, 
1180085404,LAMBETH,9,530540,170070,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180085472,LAMBETH,9,530790,176960,1,1 Driver/Rider,1 Male,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180085489,LAMBETH,9,530730,174510,1,1 Driver/Rider,1 Male,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180085511,LAMBETH,9,530560,176600,1,1 Driver/Rider,1 Male,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180085551,LAMBETH,9,531130,174550,1,3 Pedestrian,2 Female,25-59,42,1,3 Slight,10 Unknown,9 Unknown Or Other,1 Pedestrian, 
1180085611,LAMBETH,9,530610,176310,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180085696,LAMBETH,9,531000,177310,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180085785,LAMBETH,9,531062,175670,1,1 Driver/Rider,2 Female,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180085788,LAMBETH,9,530280,172650,1,1 Driver/Rider,2 Female,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180085901,LAMBETH,9,531177,177002,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180085909,LAMBETH,9,530930,175080,1,1 Driver/Rider,1 Male,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180085941,LAMBETH,9,531850,171840,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180085952,LAMBETH,9,532340,176260,1,1 Driver/Rider,2 Female,25-59,55,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180085964,LAMBETH,9,530410,177160,1,1 Driver/Rider,1 Male,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180086039,LAMBETH,9,530520,172000,1,1 Driver/Rider,1 Male,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180086051,LAMBETH,9,531820,177170,1,3 Pedestrian,1 Male,60+,62,1,3 Slight,09 In Road - Not Crossing,9 Unknown Or Other,1 Pedestrian, 
1180086052,LAMBETH,9,531050,180110,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180086064,LAMBETH,9,532040,173990,1,1 Driver/Rider,1 Male,60+,60,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180086089,LAMBETH,9,529540,175350,2,2 Passenger,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180086089,LAMBETH,9,529540,175350,1,1 Driver/Rider,2 Female,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180086107,LAMBETH,9,530610,174200,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180086118,LAMBETH,9,530310,172730,1,1 Driver/Rider,2 Female,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180086197,LAMBETH,9,530510,178020,1,2 Passenger,1 Male,0-15,7,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180086210,LAMBETH,9,530790,171020,3,2 Passenger,2 Female,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180086210,LAMBETH,9,530790,171020,5,2 Passenger,2 Female,0-15,15,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180086210,LAMBETH,9,530790,171020,2,2 Passenger,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180086210,LAMBETH,9,530790,171020,1,1 Driver/Rider,2 Female,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180086210,LAMBETH,9,530790,171020,4,2 Passenger,1 Male,0-15,13,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180086384,LAMBETH,9,528810,175220,1,1 Driver/Rider,2 Female,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180086459,LAMBETH,9,529210,175580,1,1 Driver/Rider,1 Male,60+,63,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180086467,LAMBETH,9,529610,175390,1,3 Pedestrian,2 Female,25-59,53,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
1180086469,LAMBETH,9,531190,179950,1,3 Pedestrian,2 Female,60+,91,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
1180086567,LAMBETH,9,532060,173780,1,1 Driver/Rider,1 Male,16-24,19,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180086594,LAMBETH,9,529849,171498,1,1 Driver/Rider,2 Female,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180086602,LAMBETH,9,532440,173630,1,2 Passenger,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180086617,LAMBETH,9,531260,175340,1,2 Passenger,2 Female,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
1180086630,LAMBETH,9,530460,174570,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180086705,LAMBETH,9,531803,171025,1,1 Driver/Rider,1 Male,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180086751,LAMBETH,9,531330,175190,1,1 Driver/Rider,1 Male,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180086792,LAMBETH,9,530150,175080,1,1 Driver/Rider,1 Male,25-59,59,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180086828,LAMBETH,9,529920,175610,1,1 Driver/Rider,1 Male,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180086889,LAMBETH,9,529740,175460,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180087042,LAMBETH,9,529420,175230,1,1 Driver/Rider,2 Female,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180087105,LAMBETH,9,530170,173110,1,1 Driver/Rider,1 Male,25-59,54,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180087108,LAMBETH,9,530000,177130,1,1 Driver/Rider,1 Male,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180087138,LAMBETH,9,530900,178120,1,1 Driver/Rider,1 Male,25-59,32,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180087143,LAMBETH,9,530130,170990,1,1 Driver/Rider,1 Male,25-59,55,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180087150,LAMBETH,9,531330,171310,1,2 Passenger,2 Female,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180087246,LAMBETH,9,530150,170910,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180087251,LAMBETH,9,532030,174410,1,2 Passenger,2 Female,0-15,2,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1180087268,LAMBETH,9,531220,179100,1,3 Pedestrian,2 Female,25-59,31,1,3 Slight,07 On Refuge,9 Unknown Or Other,1 Pedestrian, 
1180087272,LAMBETH,9,530490,178740,1,1 Driver/Rider,1 Male,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180087278,LAMBETH,9,531180,175940,1,1 Driver/Rider,1 Male,25-59,47,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180087325,LAMBETH,9,530110,177500,1,1 Driver/Rider,1 Male,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180087326,LAMBETH,9,530340,172850,2,2 Passenger,2 Female,60+,62,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180087326,LAMBETH,9,530340,172850,1,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180087441,LAMBETH,9,528680,175220,1,1 Driver/Rider,1 Male,25-59,53,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180087866,LAMBETH,9,531870,175780,1,1 Driver/Rider,2 Female,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180087878,LAMBETH,9,529180,175500,1,3 Pedestrian,1 Male,25-59,26,1,2 Serious,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian, 
1180087909,LAMBETH,9,531070,175580,1,3 Pedestrian,2 Female,16-24,24,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
1180088045,LAMBETH,9,531910,176300,1,1 Driver/Rider,2 Female,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180088155,LAMBETH,9,531060,175490,1,3 Pedestrian,1 Male,16-24,20,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
1180088226,LAMBETH,9,531910,172280,1,3 Pedestrian,2 Female,16-24,23,1,3 Slight,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian, 
1180088230,LAMBETH,9,530150,171000,1,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180088247,LAMBETH,9,531490,172970,1,2 Passenger,2 Female,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180088331,LAMBETH,9,531030,177340,1,3 Pedestrian,1 Male,0-15,9,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
1180088975,LAMBETH,9,529500,176010,1,1 Driver/Rider,1 Male,25-59,28,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180089019,LAMBETH,9,531030,175420,1,3 Pedestrian,1 Male,25-59,35,1,3 Slight,02 Crossing Road In Zig-Zag App,4 From Drivers O/Side Msk,1 Pedestrian, 
1180089082,LAMBETH,9,529690,175440,1,1 Driver/Rider,2 Female,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180089106,LAMBETH,9,531120,179430,1,3 Pedestrian,2 Female,25-59,44,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
1180089132,LAMBETH,9,531170,176500,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180089278,LAMBETH,9,532670,172220,1,3 Pedestrian,1 Male,25-59,43,1,2 Serious,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian, 
1180089357,LAMBETH,9,529850,173540,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180089399,LAMBETH,9,530730,174520,1,3 Pedestrian,2 Female,25-59,30,1,3 Slight,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian, 
1180089400,LAMBETH,9,530020,171590,1,1 Driver/Rider,1 Male,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180089711,LAMBETH,9,529210,175660,1,1 Driver/Rider,2 Female,60+,75,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180089732,LAMBETH,9,531200,177270,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180089790,LAMBETH,9,531170,175940,1,1 Driver/Rider,1 Male,16-24,24,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180089813,LAMBETH,9,531450,176350,1,3 Pedestrian,2 Female,16-24,23,1,3 Slight,10 Unknown,9 Unknown Or Other,1 Pedestrian, 
1180089818,LAMBETH,9,530610,175100,1,1 Driver/Rider,2 Female,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180089884,LAMBETH,9,531430,179920,1,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180089896,LAMBETH,9,530100,171800,1,3 Pedestrian,2 Female,25-59,33,1,3 Slight,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
1180089975,LAMBETH,9,530000,170650,1,1 Driver/Rider,1 Male,16-24,18,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180090001,LAMBETH,9,530720,174500,1,3 Pedestrian,1 Male,25-59,33,1,2 Serious,09 In Road - Not Crossing,8 In Rd Back To Traffic,1 Pedestrian, 
1180090027,LAMBETH,9,529170,174230,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180090035,LAMBETH,9,531420,175820,1,3 Pedestrian,2 Female,25-59,50,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
1180090182,LAMBETH,9,530610,179660,1,1 Driver/Rider,1 Male,25-59,32,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180090230,LAMBETH,9,529900,173610,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180090265,LAMBETH,9,530030,175700,1,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180090491,LAMBETH,9,531900,172230,1,1 Driver/Rider,1 Male,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180090527,LAMBETH,9,529470,175320,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180090543,LAMBETH,9,532340,176150,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180090569,LAMBETH,9,531050,179330,1,1 Driver/Rider,1 Male,16-24,18,1,3 Slight,-2 Unknown,-2 N/A,8 Other Vehicle, 
1180090602,LAMBETH,9,530420,177030,1,1 Driver/Rider,1 Male,25-59,28,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180090624,LAMBETH,9,531210,180370,1,1 Driver/Rider,2 Female,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180090630,LAMBETH,9,531380,175640,1,3 Pedestrian,1 Male,25-59,32,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
1180090679,LAMBETH,9,531030,175400,1,2 Passenger,2 Female,25-59,59,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1180090766,LAMBETH,9,530580,173410,2,1 Driver/Rider,1 Male,25-59,51,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180090766,LAMBETH,9,530580,173410,1,1 Driver/Rider,1 Male,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180090772,LAMBETH,9,532030,177030,1,2 Passenger,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180090786,LAMBETH,9,531170,176470,1,1 Driver/Rider,2 Female,60+,65,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180090788,LAMBETH,9,532050,173460,1,1 Driver/Rider,2 Female,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180090886,LAMBETH,9,531960,175840,1,1 Driver/Rider,1 Male,25-59,51,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180090888,LAMBETH,9,529180,174220,1,1 Driver/Rider,2 Female,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180090894,LAMBETH,9,531200,179160,1,1 Driver/Rider,1 Male,25-59,50,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180090912,LAMBETH,9,530490,178010,1,3 Pedestrian,1 Male,25-59,45,1,3 Slight,09 In Road - Not Crossing,7 In Rd Facing Traffic,1 Pedestrian, 
1180090923,LAMBETH,9,529960,175630,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180090923,LAMBETH,9,529960,175630,2,1 Driver/Rider,2 Female,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180091008,LAMBETH,9,531490,175450,1,1 Driver/Rider,2 Female,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180091034,LAMBETH,9,530700,174440,1,3 Pedestrian,2 Female,25-59,26,1,3 Slight,04 Crossing Road Within 50m Xing,3 From Drivers O/Side,1 Pedestrian, 
1180091049,LAMBETH,9,531390,175970,1,1 Driver/Rider,1 Male,16-24,18,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180091251,LAMBETH,9,530790,174680,1,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180091294,LAMBETH,9,531190,176020,1,1 Driver/Rider,1 Male,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180091294,LAMBETH,9,531190,176020,2,3 Pedestrian,1 Male,25-59,27,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
1180091320,LAMBETH,9,530320,178010,1,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180091382,LAMBETH,9,530780,179020,1,3 Pedestrian,1 Male,25-59,43,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
1180091452,LAMBETH,9,531720,172940,1,3 Pedestrian,1 Male,60+,77,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
1180091472,LAMBETH,9,531987,175646,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180091520,LAMBETH,9,532120,174600,1,1 Driver/Rider,2 Female,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180091539,LAMBETH,9,528620,175200,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180091547,LAMBETH,9,529830,176760,2,3 Pedestrian,1 Male,0-15,11,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
1180091547,LAMBETH,9,529830,176760,1,3 Pedestrian,1 Male,0-15,11,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
1180091575,LAMBETH,9,530170,172090,1,1 Driver/Rider,1 Male,25-59,51,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180091575,LAMBETH,9,530170,172090,2,3 Pedestrian,1 Male,25-59,49,1,2 Serious,04 Crossing Road Within 50m Xing,3 From Drivers O/Side,1 Pedestrian, 
1180091611,LAMBETH,9,530610,174200,1,1 Driver/Rider,1 Male,25-59,30,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180091657,LAMBETH,9,529650,175440,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180091659,LAMBETH,9,531230,178770,1,1 Driver/Rider,2 Female,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180091767,LAMBETH,9,528990,175990,1,1 Driver/Rider,1 Male,25-59,58,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180091858,LAMBETH,9,531550,175470,1,1 Driver/Rider,1 Male,60+,63,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180091884,LAMBETH,9,531180,176380,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180092028,LAMBETH,9,529770,175930,1,1 Driver/Rider,1 Male,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180092032,LAMBETH,9,531100,175650,1,1 Driver/Rider,1 Male,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180092032,LAMBETH,9,531100,175650,2,2 Passenger,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180092037,LAMBETH,9,528560,175780,1,1 Driver/Rider,2 Female,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180092102,LAMBETH,9,530230,177820,2,1 Driver/Rider,1 Male,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180092102,LAMBETH,9,530230,177820,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
1180092140,LAMBETH,9,529900,173740,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180092259,LAMBETH,9,529520,176360,1,1 Driver/Rider,1 Male,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
1180092260,LAMBETH,9,531230,179040,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180092296,LAMBETH,9,530580,177520,1,3 Pedestrian,2 Female,25-59,35,1,3 Slight,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian, 
1180092311,LAMBETH,9,530580,177970,1,3 Pedestrian,1 Male,25-59,29,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
1180092396,LAMBETH,9,530810,175960,1,1 Driver/Rider,1 Male,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180092438,LAMBETH,9,530110,175710,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180092455,LAMBETH,9,531260,177510,1,1 Driver/Rider,2 Female,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180092564,LAMBETH,9,530730,175140,1,1 Driver/Rider,1 Male,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180092671,LAMBETH,9,531530,178530,1,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180092734,LAMBETH,9,530255,176150,1,1 Driver/Rider,2 Female,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180092750,LAMBETH,9,530110,177500,1,1 Driver/Rider,1 Male,25-59,29,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180092788,LAMBETH,9,528570,175760,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180092892,LAMBETH,9,529730,170910,1,3 Pedestrian,1 Male,25-59,30,1,3 Slight,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
1180093084,LAMBETH,9,533610,170920,1,3 Pedestrian,2 Female,60+,62,1,2 Serious,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian, 
1180093095,LAMBETH,9,531240,178840,1,2 Passenger,2 Female,60+,60,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1180093240,LAMBETH,9,529820,171470,1,2 Passenger,1 Male,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1180093388,LAMBETH,9,530040,171470,1,3 Pedestrian,1 Male,0-15,11,1,3 Slight,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian, 
1180093388,LAMBETH,9,530040,171470,2,3 Pedestrian,1 Male,0-15,12,1,3 Slight,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian, 
